config,n,split,d,reps,method,coverage,coverage_lo,coverage_hi,mean_obj,mean_oracle_gap,meets
paper_dro_wasserstein,100,0.6,10,500,NGS,0.946,0.9225734384893529,0.9626256498189425,-7.007758392384074,0.7261440087746391,False
paper_dro_wasserstein,100,0.6,10,500,UNGS,0.976,0.9585229425360993,0.986218685344503,-3.2219566244254847,4.511945776733228,True
paper_dro_wasserstein,100,0.6,5,500,NV,0.45,0.4069396517813318,0.4938227822648235,-3.584548624472689,-0.0701516153250394,False
paper_dro_wasserstein,100,0.6,5,500,UG,0.914,0.8861601885014425,0.9355268575963924,-3.1334130495583503,0.38098395958929915,False
paper_dro_wasserstein,100,0.6,5,500,NGS,0.914,0.8861601885014425,0.9355268575963924,-3.1334130495583503,0.38098395958929915,False
paper_dro_wasserstein,100,0.6,5,500,UNGS,0.954,0.9319222072317267,0.9691548916291838,-1.5746194054826588,1.9397776036649912,True
paper_dro_wasserstein,100,0.7,10,500,NV,0.416,0.3735974667931464,0.4596834224043944,-7.916590475040985,-0.1685707426149982,False
paper_dro_wasserstein,100,0.7,10,500,UG,0.856,0.8225095437017246,0.8840619258896502,-7.248945872693354,0.49907385973263246,False
paper_dro_wasserstein,100,0.7,10,500,NGS,0.922,0.8951464501266115,0.9424186065238385,-6.766663430635137,0.9813563017908505,False
paper_dro_wasserstein,100,0.7,10,500,UNGS,0.974,0.9560285091657758,0.9847436160766728,-2.8730413802425248,4.874978352183462,True
paper_dro_wasserstein,100,0.7,5,500,NV,0.382,0.3404646252341933,0.4253347191147331,-3.610608883542738,-0.08704440755706212,False
paper_dro_wasserstein,100,0.7,5,500,UG,0.834,0.7988646838026932,0.8640422567689898,-3.2752038375657904,0.24836063841988573,False
paper_dro_wasserstein,100,0.7,5,500,NGS,0.87,0.8376786384230859,0.8966793496353656,-3.0648246791926943,0.45873979679298155,False
paper_dro_wasserstein,100,0.7,5,500,UNGS,0.95,0.9272318388284524,0.9659062547561506,-1.3368198319267828,2.186744644058893,True
paper_dro_wasserstein,100,0.8,10,500,NV,0.376,0.3346400158192325,0.4192508206152326,-7.965031440311101,-0.20437562156047154,False
paper_dro_wasserstein,100,0.8,10,500,UG,0.884,0.8529581630365658,0.9091863434889621,-6.955469958708931,0.8051858600416997,False
paper_dro_wasserstein,100,0.8,10,500,NGS,0.884,0.8529581630365658,0.9091863434889621,-6.955469958708931,0.8051858600416997,False
paper_dro_wasserstein,100,0.8,10,500,UNGS,0.928,0.9019315959830375,0.9475419685818739,-2.666942282443039,5.093713536307591,False
paper_dro_wasserstein,100,0.8,5,500,NV,0.392,0.35018737778967923,0.4354594797500162,-3.612056670187914,-0.08414979801765719,False
paper_dro_wasserstein,100,0.8,5,500,UG,0.904,0.8750130375724849,0.9268264953345811,-3.091320907673048,0.43658596449720893,False
paper_dro_wasserstein,100,0.8,5,500,NGS,0.904,0.8750130375724849,0.9268264953345811,-3.091320907673048,0.43658596449720893,False
paper_dro_wasserstein,100,0.8,5,500,UNGS,0.93,0.9042028101480832,0.949240257054982,-1.0194921820642153,2.5084146901060413,False
paper_dro_wasserstein,100,0.9,10,500,NV,0.282,0.2443364332272433,0.32298777921399346,-8.042026839792168,-0.2728714850130764,False
paper_dro_wasserstein,100,0.9,10,500,UG,0.65,0.6071928710061952,0.6905198268553391,-7.3802906500938645,0.38886470468522827,False
paper_dro_wasserstein,100,0.9,10,500,NGS,0.65,0.6071928710061952,0.6905198268553391,-7.3802906500938645,0.38886470468522827,False
paper_dro_wasserstein,100,0.9,10,500,UNGS,0.862,0.8289979864047199,0.8894819911011163,-2.9044139102967637,4.86474144448233,False
paper_dro_wasserstein,100,0.9,5,500,NV,0.312,0.27295294872528497,0.3539138032882587,-3.63407002455384,-0.09320124325230035,False
paper_dro_wasserstein,100,0.9,5,500,UG,0.692,0.6501980013173227,0.7308742519454412,-3.3065757185779914,0.23429306272354875,False
paper_dro_wasserstein,100,0.9,5,500,NGS,0.692,0.6501980013173227,0.7308742519454412,-3.3065757185779914,0.23429306272354875,False
paper_dro_wasserstein,100,0.9,5,500,UNGS,0.84,0.8052918208363085,0.8695236276498359,-1.1425581821685502,2.39831059913299,False
paper_dro_wasserstein,200,0.1,10,500,NV,0.752,0.7123215407533253,0.7878357916540525,-7.622139259946041,-0.037050149199881414,False
paper_dro_wasserstein,200,0.1,10,500,UG,0.97,0.9510963331640543,0.9817367868020865,-7.1713927909573085,0.41369631978885174,True
paper_dro_wasserstein,200,0.1,10,500,NGS,0.988,0.9740696388835527,0.9944890048259724,-7.063859486983893,0.5212296237622664,True
paper_dro_wasserstein,200,0.1,10,500,UNGS,0.992,0.9796129641658948,0.9968846848199377,-6.856089771262099,0.7289993394840615,True
paper_dro_wasserstein,200,0.1,5,500,NV,0.752,0.7123215407533253,0.7878357916540525,-3.441585274877818,-0.014597943659144009,False
paper_dro_wasserstein,200,0.1,5,500,UG,0.986,0.9713869308622147,0.9932022102091564,-3.2250496290007864,0.20193770221788807,True
paper_dro_wasserstein,200,0.1,5,500,NGS,0.994,0.9825097478959467,0.9979574037280398,-3.166220712050145,0.26076661916852917,True
paper_dro_wasserstein,200,0.1,5,500,UNGS,0.996,0.9855342847848231,0.9989023694773173,-3.082736985472491,0.34425034574618396,True
