Objective,Feasibility,Algorithm,Training Percentage,Data Size,Folds
-6.979849301112505,0.85,UG,80,500,0
-7.141255748793086,0.61,Sectioning,90,500,0
-6.98313960628211,0.76,NGS,90,500,0
-6.981155656822193,0.76,UNGS,90,500,0
-7.311530389181104,0.4,NV,90,500,0
-7.112159420237095,0.62,UG,90,500,0
-7.579144280163077,0.18,CV,100,100,3
-7.565473463967748,0.14,CV,100,100,5
-7.47582121046839,0.23,CV,100,100,10
-7.313715260294848,0.42,CV,100,150,3
-7.185519719740438,0.44,CV,100,150,5
-7.226693723897704,0.51,CV,100,150,10
-7.190269080749072,0.58,CV,100,200,3
-7.104048846568279,0.63,CV,100,200,5
-7.157558790855174,0.56,CV,100,200,10
-7.010707993568165,0.71,CV,100,250,3
-7.034084489827337,0.72,CV,100,250,5
-6.956663743531245,0.77,CV,100,250,10
-7.020302114905775,0.74,CV,100,300,3
-6.99521040189352,0.76,CV,100,300,5
-6.953719654048189,0.82,CV,100,300,10
-6.9281821098017256,0.84,CV,100,350,3
-6.871012938613173,0.92,CV,100,350,5
-6.813025795544791,0.9,CV,100,350,10
-6.864909477956759,0.92,CV,100,400,3
-6.971668671792379,0.89,CV,100,400,5
-6.967396938929008,0.88,CV,100,400,10
-6.909578421759137,0.87,CV,100,450,3
-6.889790315647175,0.9,CV,100,450,5
-6.928098972186513,0.91,CV,100,450,10
-6.858051303121695,0.92,CV,100,500,3
-6.937490436434822,0.93,CV,100,500,5
-6.875077087062568,0.98,CV,100,500,10
-7.659994059578985,0.14,BS,100,100,3
-7.512526833055606,0.17,BS,100,100,5
-7.413945506876596,0.27,BS,100,100,10
-7.34483809917951,0.39,BS,100,150,3
-7.26579923666094,0.43,BS,100,150,5
-7.147235229154476,0.57,BS,100,150,10
-7.252868320891059,0.56,BS,100,200,3
-7.071421863513993,0.72,BS,100,200,5
-6.9635734495319,0.78,BS,100,200,10
-7.051005401153248,0.67,BS,100,250,3
-6.979629269101593,0.79,BS,100,250,5
-6.8594654473721866,0.89,BS,100,250,10
-6.991591115644328,0.82,BS,100,300,3
-6.8945509480561,0.86,BS,100,300,5
-6.756539269344524,0.99,BS,100,300,10
-6.888951002848778,0.86,BS,100,350,3
-6.814544261528747,0.96,BS,100,350,5
-6.739444614211465,0.98,BS,100,350,10
-6.945317610716604,0.88,BS,100,400,3
-6.778069081416874,0.95,BS,100,400,5
-6.690820682982658,1.0,BS,100,400,10
-6.9067412047547725,0.91,BS,100,450,3
-6.74899696172155,0.97,BS,100,450,5
-6.757979205901819,0.98,BS,100,450,10
-6.8529223072486944,0.98,BS,100,500,3
-6.781796553798156,0.98,BS,100,500,5
-6.7495310153612085,0.99,BS,100,500,10
